url,title,date,author,summary,pdf_link
https://www.martenscentre.eu/publication/chinas-influence-on-the-western-balkans-eu-accession-process-synergies-and-obstacles/,China’s Influence on the Western Balkans’ EU Accession Process: Synergies and Obstacles,23 October 2023,,"This study examines the influence of China’s presence and activities on the European Union (EU) integration process of the Western Balkans. Since the Thessaloniki Summit of 2003, only Croatia managed to join the EU, while the other countries in the region remain candidates for membership, with little prospects to join by 2030. The research investigates how China’s approach impacts specific outcomes, both supporting and undermining the EU accession process, chapter by chapter. It also explores the reasons behind these outcomes, including China’s approach, domestic agency, and geopolitical factors. The goal is to provide a comprehensive and cross-country analysis of China’s impact in the region and identify areas where the Western Balkan countries can eliminate or minimise negative consequences, or leverage potential synergies, ultimately aiming to understand the interplay between China’s involvement and the EU integration process in the Western Balkans. The presentation of the research findings took place on October 18 in Skopje, at the Ministry of Foreign Affairs. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/the-state-of-the-european-union-a-need-for-unity-and-solidarity/,The State of the European Union – A Need for Unity and Solidarity,23 October 2023,,"This is a joint publication of the Martens Centre and the Hanns Seidel Foundation in Bulgaria, and contains the conference proceedings from the common project “The State of the European Union – a Need for Unity and Solidarity” co-organised in cooperation with the University of Sofia “St. Kliment Ohridski” earlier this year. The articles in this publication reflect on four major themes: unity and solidarity in the EU; European identity, education, skills and culture; EU media policy and how to protect freedom of expression in the digital age; and EU enlargement and neighbourhood policies. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/a-blueprint-for-accelerated-integration-and-phasing-in/,A Blueprint For Accelerated Integration and Phasing-In,27 September 2023,,"Probably the most important attempt to revamp the EU’s enlargement policy in the last decade has been the adoption of the New Methodology for Accession Negotiations in 2020, which has been ambitiously envisaged as a robust framework for accelerated integration of the Western Balkans, which will provide more clarity and a stronger political steer of the accession process. Having in mind the main characteristics of “accelerated integration and phasing-in” asdefined in the official EU documents, the brief analyzes the mechanism both from a policyand an institutional perspective. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/middle-class-concerns-and-european-challenges-a-data-driven-study-from-a-centre-right-perspective/,Middle-Class Concerns and European Challenges: A Data-Driven Study from a Centre–Right Perspective,15 September 2023,,"This report studies the position, aspirations, expectations and fears of Europe’s middle classes concerning some of the key challenges that the EU is facing. It is based on an extensive online survey carried out in all 27 EU member states. It reveals an acute economic insecurity and fear of falling behind among EU citizens, especially in the lower social strata. It also shows that this crisis of citizens’ expectations and prospects is a threat to political stability, as it feeds into a dangerous crisis of legitimacy and trust in public institutions and political parties. Concerns may be most strongly expressed in the economic field, but also extend to the possible consequences of the war in Ukraine and the broader geopolitical realignments it entails. In particular, the combination of middle-class insecurity and relatively high levels of trust in Russia in parts of Southern and Eastern Europe should be highlighted. However, citizens also think that most challenges can be tackled and reversed through adequate political and policy action. In particular, the centre–right’s approaches to security, immigration and the economy retain great appeal among the European middle classes; there is a need to better connect with the lower middle classes though. Citizens also have a high estimation of the problem-solving capacity of civil-society actors and a relatively high level of trust in the EU. An inclusive narrative addressing European challenges on the basis of safety, stability, justice, freedom and cooperation could help to reassure Europe’s middle classes. Centre–right forces have a fundamental role to play in this process. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/security-and-defence-days-conference-proceedings/,Security and Defence Days – Conference Proceedings,28 July 2023,,"This joint publication is the result of a 2-day conference on Security and Defence in the EU that took place as a common project of Martens Centre and De Gasperi Foundation in June 2022. Four panel discussions took place on “The new strategic concept and the war in Ukraine: charting NATO’s route in a changing geopolitical scenario”; “NATO’s future in uncertain times: a new political direction suited for a new era”; “The new security landscape in Europe, NATO’s Madrid Summit and the European Union”; “Time to invest in Security and Defence: political and technological opportunities in a competitive world”. The conference proceedings are an overview of the main discussion points of the panellists who attended the event. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/why-price-stability-matters/,Why Price Stability Matters,27 July 2023,,"As of March 2023, overall inflation is declining in Europe. However, core inflation levels continue to remain well above the 2% mandate of the European Central Bank (ECB). In fact, the current bout of inflation should continue to weaken as and when supply-chain disruption and energy shortages abate. If prices should decline somewhat from their recent peak levels, their contribution to inflation would even be negative, that is, they would contribute to lower inflation rates. However, there are also factors that will prevent a large and immediate decline in inflation as soon as these scarcities wane. As import and supply prices have risen very strongly in recent months, it will take some time for these price increases to feed through the value chains into the final consumption and consumer prices. This is an important reason why inflation will remain significantly higher than 2% for the next one to two years. However, after this period inflation should come down again to more normal levels, unless significant new price pressures or ‘second-round effects’ occur. An important second-round effect would be a rise in inflation expectations among economic actors. This is why the ECB needs to continue to signal its commitment to getting inflation down to its target rate of 2% in the medium term. Another important second-round effect—one that is closely connected to inflation expectations—is the potential for a wage–price spiral. In fact, this represents the largest current danger as it could lead to high inflation becoming much more persistent. Import price increases (and particularly energy price shocks) must not be amplified by further labour cost shocks, but instead the resulting loss of purchasing power must be shared between employees (through lower real wages) and employers (through lower profits, as firms cannot usually fully pass on higher input costs in their sales prices). If trade unions force significant labour cost increases to keep real wages constant or even rising, renewed cost shocks would lead to new price pressures for firms and force them to increase their sales prices further. This would most likely lead to a wage–price spiral and would force the ECB to raise interest rates even more, thus increasing the costs of disinflation and the danger of a recession. To prevent a wage–price spiral, it is thus high time for macroeconomic coordination between the vari­ous policy actors. Monetary policy should focus on targeting price stability, while wage bargaining and fiscal policy should support monetary policy in this objective. Wage negotiation outcomes should include one-off payments by companies on top of normal wage increases. One-off payments would target purchas­ing power losses but would, at the same time, prevent a long-term increase in labour costs. Fiscal policy should make one-off payments attractive for companies and employees by allowing generous tax deduc­tion possibilities. Even more important, fiscal policy should strive to limit the impact of the current large price increases by providing targeted income support for those members of society most negatively affected by higher inflation rates. In any case, due to high inflation rates and actual supply-side constraints, it is cur­rently not the time for a fiscal stimulus via higher government expenditures.",
https://www.martenscentre.eu/publication/from-bad-to-worse-the-continuing-effects-of-sanctions-on-russia/,From Bad to Worse: The Continuing Effects of Sanctions on Russia,23 June 2023,,"This paper is a follow-up to the comprehensive report “Beyond the Headlines: The Real Impact of Western Sanctions on Russia”, which was published by the Wilfried Martens Centre for European Studies in November 2022. Back then, the paper argued that the widespread view of Russia “weathering” the sanctions, which supposedly brought only a “limited” impact, was wrong, and actually based on an erroneous focus on just a handful of manipulated or misleading macroeconomic indicators, such as GDP, the ruble exchange rate, unemployment, and inflation. A broader cross-sectoral look and focus on a wider set of indicators more realistically reflecting the contraction of economic activity showed a totally different picture: that the sanctions in fact were having a much wider, systemic, and lasting economic impact, which would only continue to increase over time. This meant that sanctions were working, and strategic patience was needed to see their full, devastating impact on the Russian economy. And all this was before the EU embargo on Russian oil came into effect, cutting Russia off yet another significant part of its energy export revenues. Since then, the situation has gotten much worse for Putin and the Russian economy. First and foremost, the EU oil embargo – on the backdrop of intensified Russian military spending – has thrown Russia into a full-blown budget crisis, something which the country was able to escape in 2022. The 2022 fiscal year ended with a significant deficit (2,3% of GDP) after being in surplus for 11 months; in the first four months of 2023, the budget deficit has exceeded the planned annual deficit (envisaged by the federal budget law) by 17%. It is important to note that, with a significant drop in private and foreign investment, the economy has increased its reliance on state assistance – the weakness of governmental finances, therefore, is a major impediment to any recovery. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/european-sovereignty-between-autonomy-and-dependence-a-guide-for-eu-policy/,European sovereignty between autonomy and dependence: A guide for EU policy,22 June 2023,,"Is the idea of ‘European sovereignty’ still relevant? It was originally developed as an EU response to the rise of populism within its territory and the disruption of transatlantic relations brought about by the Trump presidency. But today its relevance appears uncertain in the face of Russia’s invasion of Ukraine and the growing assertiveness of China. This brief argues that European sovereignty (and related concepts such as strategic autonomy) is still an important and necessary guide for EU policy, but only if it is dissociated from some of the excessive and overambitious definitions given to the concept when it was first developed. European sovereignty is bound to fail if it is defined as taking an equidistant position between the US and China or as aiming for the atavistic goal of autarky in all conceivable policy areas, from security and energy to economy and technology. Instead, the brief argues, European sovereignty must be understood as a moderate and pragmatic agenda of defending EU interests and priorities within the wider framework of the transatlantic relationship, protecting the EU’s internal liberal political and economic order, and defending international openness where the EU still has comparative advantages. Most of all, the necessary objective of protecting European sovereignty against external forces must not become a backdoor for the undue centralisation of political and economic power inside the EU, a process that would be bound to generate new populist reactions and constrain the EU’s room of manoeuvre internationally. The brief concludes by proposing an understanding of European sovereignty as a compound term, containing both the ideal of EU autonomy of action internationally and the protection of the Union’s internal heterogeneity, diversity and level playing field. Understood in this way as a ‘sovereignty of sovereignties’, European sovereignty can serve as an important guide for EU policy. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/the-un-sustainable-development-goals-some-reflections-from-the-perspective-of-the-european-economic-and-social-committee/,The UN Sustainable Development Goals – Some Reflections from the Perspective of the European Economic and Social Committee,21 June 2023,,"To some, it might seem odd that the Sustainable Development Goals (SDGs) would be of relevance to the highly developed industrial nations that form the EU. But the SDGs were not the first global target agreements of the United Nations. They were preceded by the “Millennium Development Goals” (MDGs), which set eight goals concentrated on combating poverty in the world, especially in developing countries. Its successor, the 17 SDGs, have a much broader reach in terms of goals and scope, and included highly developed countries and the EU as well. These developed societies face the same need as developing countries for a major transitionary and transformative change towards sustainable growth that protects the environment, helps communities and their inhabitants adapt to a changing climate, and which is more inclusive regarding social and resource-conserving goals. This paper shows that the European economic model of a Social Market Economy offers a good starting point for successfully mastering the structural change towards a more resource-efficient production. The European Economic and Social Committee (EESC), representing the voice of social partners and civil society in the concert of the EU institutions, contributes to the three pillars of sustainability – economic growth, social equity and ecological sustainability – reinforcing each other by balancing the right regulatory and institutional framework for transition. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/reforming-economic-and-monetary-union-balancing-spending-and-public-debt-sustainability/,Reforming Economic and Monetary Union: Balancing Spending and Public Debt Sustainability,05 June 2023,,"Fiscal policy in the EU faces the dilemma of having to meet large spending needs despite the existence of elevated public debt ratios. Fiscal policy therefore needs to put the member states on a sustainable path to gradual debt reduction. The Stability and Growth Pact (SGP) is the decisive mechanism in the EU to ensure that this is the case. The European Commission’s proposal to reform the SGP is, in theory, a step in the right direction. However, it has some major practical shortcomings: among others, it permits a long adjustment period and grants considerable political discretion to the European Commission. To seize the theoretical opportunities the reform offers, the proposal needs to be depoliticised. To this end, independent institutions should have a more important role. Moreover, common quantitative benchmarks should be introduced as safeguards to limit the political discretion allowed. With a basic public debt sustainability analysis, we find that even in the baseline scenario the public debt ratio is likely to increase in some big member states such as France. In our two more pessimistic scenarios most member states analysed would see their public indebtedness rise, with the notable exceptions of Greece and Portugal. In such a situation, a sovereign debt crisis could arise. In this case there would not be sufficient capacity to meet the transformative spending required in the years ahead. A sound reform of the SGP is therefore a vital building block when considering how to square the circle of high public expenditure needs with the existing high public debt ratios. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/the-ukraine-war-and-its-implications-for-european-security/,The Ukraine War and Its Implications for European Security,29 May 2023,,The war in Ukraine has highlighted many uncertainties and raised many questions concerning Europe’s future security and defence requirements. Has the world now been forced to accept that interstate war is no longer a phenom- enon of the past? Have the EU’s relations—and hopes for partnership—with Russia irrevocably ended? Has a new eastern-leaning centre of gravity been established within the EU? How has the war affected the nature and trajec- tory of transatlantic security relations? How might the EU conceptualise and deliver on its new requirements in the field of military capacity? What are the prospects for a peace settlement and a new Eurasian security order? These profound questions require a major aggiornamento in the EU’s approach to security and defence policy. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook,
https://www.martenscentre.eu/publication/evaluating-chinas-energy-outlook-the-reds-are-far-from-green/,Evaluating China’s Energy Outlook: The Reds Are Far From Green,23 May 2023,,"The direction of China’s energy policy has become a conundrum. On the face of it, Beijing presents itself as an exemplar of the clean energy transition and a responsible global actor breaking its long-standing fossil-fuel addictions. China’s stellar roll-out of renewable infrastructure and its recent international pledges on decarbonisation lend support to such a narrative. However, the reality is different. The Asian country remains the world’s largest energy consumer with an incredibly energy-intensive industrial sector. More than 80% of its energy mix comes from fossil fuels, and the country is the major producer and consumer of coal globally. China is the world’s biggest polluter and its carbon footprint is only set to increase. Worse still, China’s reliance on coal remains a consciously built-in feature of its future energy policy. This policy brief has three main objectives. First, it analyses China’s current energy mix and the likely future trends for both its fossil and clean energy sectors. A special focus is placed on China’s growing reliance on coal, as well as on the direction of the country’s oil and gas imports, both of which have serious repercussions for global markets and the Sino-Russian relationship. China’s clean energy sector is then analysed and put into perspective. Second, the brief explores the unique characteristics of Chinese energy policy and the goal of energy security as its guiding principle. China’s economic and energy outlook is not just a product of technocratic deliberations but follows the dictum of the Chinese Communist Party, which remains the nucleus of the country’s political life. Finally, the paper closes with an overview of the most important considerations for EU policymakers and puts forward a number of policy recommendations. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/why-there-cannot-be-climate-refugees/,Why There Cannot be Climate Refugees,28 April 2023,,"Scientific consensus has confirmed that that the ongoing increase in average global temperature poses manifold threats to humanity. Despite suggestions to the contrary, the effects of changes in the Earth’s climate on human mobility and cross-border migration are still unclear, especially with regard to migration to Europe. Attempts to coin the term ‘climate refugee’ suggest the need to expand the scope of the 1951 Refugee Convention, as the existing definition of a refugee does not cover climate change. We argue that attempts to widen the scope of the Convention would end up in failure, and even if they succeeded, the inclusion of climate change would damage the international protection regime. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/youth-of-the-epp-25-years-on-the-right-side-of-history/,Youth of the EPP: 25 Years on the Right Side of History,27 April 2023,,"On 21 January 1997, almost 300 people representing 42 youth political organisations gathered for a weekend of debate and discussion at the Facultés Universitaires Saint-Louis in Brussels. The event would become the Founding Congress of the Youth of the European People’s Party (YEPP) and was the final step in a long journey towards building a single European umbrella organisation for the youth of Christian Democratic and Conservative parties affiliated with the European People’s Party (EPP). ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/navigating-through-renewed-economic-uncertainty/,Navigating through renewed economic uncertainty,26 April 2023,,ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook,
https://www.martenscentre.eu/publication/culture-wars-how-to-stabilise-liberal-democracies-and-regain-ground-for-the-centre-right-parties/,Culture Wars: How to stabilise liberal democracies and regain ground for the centre–right parties,18 April 2023,,"In Western democracies the core principles of an open society are under threat from political polarisation, (self-)censorship and a decline in the opportunities for open public discourse. It is mainly centrist parties, particularly conservative–liberal and Christian Democratic ones, that have been hit by these deformations. The paper will analyse the genesis and characteristics of the current public debates on these issues and develop ideas from a conservative–liberal perspective on strengthening the political and ideological position of centre–right parties. It argues that it is not, first and foremost, the debates and divisions surrounding values in modern societies which pose the biggest challenge for modern democracies and democratic parties. Rather, it is the deliberate, culturally induced assault on free and rational public discourse that is damaging the core mechanism required for a functioning pluralistic society and multi-party system. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/activity-report-2022/,Activity Report 2022,30 March 2023,,"Without a doubt, 2022 will be remembered as one of the most challenging and shocking years of the 21st century, as we faced the greatest challenge in our Eastern neighbourhood since the fall of Communism in the late 1980s. The increasingly complex geopolitical circumstances in which Europe finds itself require the development of a European response that can effectively address current challenges and anticipate future threats, while preserving the bloc’s inherent values and principles. The Martens Centre’s ambition was to react to the above-mentioned challenges through our research, projects and communications strategy, to incite expert debates, raise awareness, and provide our centre-right leadership and our network with such ideas and recommendations that could address the issues we face in this increasingly fractured global environment. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/the-war-in-ukraine-and-the-way-forward/,The War in Ukraine and the Way Forward,28 March 2023,,"On 24 February 2022, conventional interstate conflict returned to Europe after Russia launched an unprovoked war against Ukraine. Although some predicted at the time that Kyiv would fall in a matter of days, the Ukrainian people continue to fight to defend their homeland and push Russia out. Their bravery and determination should be saluted, and the international community should continue to show solidarity towards Ukraine. Russia’s invasion is a major breach of international law, specifically the principle that the borders of recognised states should not be changed by the force of arms. Ukrainians voted overwhelmingly in favour of independence from the Soviet Union in 1991, and the USSR’s successor state, the Russian Federation, recognised Ukrainian independence in the 1994 Budapest Memorandum. Allowing Russia’s aggression to stand would weaken this principle and provide a precedent for other aggressive states to extend their frontiers by force. It is unclear how much longer the war will last. Russia has remained committed to waging war against Ukraine, and Ukraine has ruled out any peace that does not involve the return of all its occupied provinces, including the province of Crimea. Furthermore, the land that Ukraine is seeking to free from Russian occupation is perceived by both sides as part of their national identity, but it remains Ukrainian under international law. This means that the chances for a sustainable peace deal are currently rather slim. The EU must therefore prepare for a protracted Russo-Ukrainian war, characterised by intermittent periods of escalation and de-escalation. To deal with such a conflict, the EU needs an action plan. The objectives of this action plan should be to (1) push Russia to cease all hostilities towards Ukraine and withdraw its forces as a first step beyond the 24 February 2022 borders, (2) assist Ukraine in recovering and rebuilding itself, (3) facilitate Ukraine’s accession to the EU, and (4) enhance the EU’s strategic sovereignty, i.e., its capacity to react and deal with external shocks. To reach these goals, a set of short, medium, and long-term options are presented below. ENJOYING THIS CONTENT?",
https://www.martenscentre.eu/publication/cross-border-movements-compared-migration-from-and-to-ukraine-in-historical-comparison-with-other-conflict-induced-situations/,Cross-Border Movements Compared: Migration from and to Ukraine in Historical Comparison with Other Conflict-Induced Situations,24 February 2023,,"The Russian invasion of Ukraine on 24 February 2022 created massive cross-border movements out of Ukraine and back into the country. This short piece presents a historical comparison of the Ukraine post-invasion migration with other similar situations in the twentieth and twenty-first centuries. The comparison reveals that with more than 6 million crossings in both directions, the cross-border movements in the first 2 months of the Russian assault on Ukraine constitute probably the most intensive conflict-induced migration on record at the global scale during a two-months period. By 24 February 2023, some 8.1 million refugees from Ukraine were recorded across Europe (including non-EU countries). Surprisingly, the EU, which has welcomed the majority of the refugees following the Russian attack, has been able to absorb such large numbers without the inflow causing a major political conflict between the member states. The European societies’ sympathy for the plight of the fleeing Ukrainians has played a decisive role in this. The Ukrainian displacement shows that each immigration flow is unique and that there are instances where mass immigration does not shake the EU to the core. The unexpectedness of this influx also serves as a reminder that the EU needs to develop robust plans for migration contingencies. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/mistaking-the-wood-for-the-trees-five-ways-the-eu-can-deliver-a-more-competitive-industrial-policy/,Mistaking the Wood for the Trees: Five Ways the EU can Deliver a more Competitive Industrial Policy,13 February 2023,,"The recent launch of the European Commission’s Green Deal Industrial Strategy was supposed to set the “framework for the transformation of the EU’s industry for the net-zero age”. Unfortunately, it’s now viewed as a panicked reaction to the Biden administrations Inflation Reduction Act (IRA) in the United States. While the American legislation will increase the attractiveness of the US as a “green” investment location – a move which is positive for global efforts to combat climate change – it will not automatically result in a flight of capital and employment across the Atlantic. Rather, there is a real possibility that the hurried implementation of Brussels’ current proposals may, unintentionally, undermine the European Single Market, increase friction between member states and ultimately weaken the Transatlantic economic relationship. Politically, the Industrial Strategy proposals cannot be considered in isolation. They are closely linked to a whole array of interlinked proposals regarding Trade Policy, State Aid Rules, the Competitiveness Agenda and Education to name but a few. They also form part of a significantly wider debate about the future direction of the EU itself. In this context, increased protectionism, supporting national champions and more EU-level borrowing represents a more statist, more centralised vision of European integration. A vision which challenges the Single Market underpinnings which have formed the basis of Europe’s decades-long economic expansion. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/artificial-intelligence-and-democracy/,Artificial Intelligence and Democracy,01 February 2023,,"Politics is, first and foremost, concerned with shaping the future. In the years to come, politicians will have to increasingly rely on artificial intelligence (AI) to support them in their efforts; especially when it is necessary to make well-informed decisions. The online symposium on “Artificial Intelligence and Democracy”, which was organised by the Political Academy in cooperation with the Wilfried Martens Centre for European Studies and transmitted in February 2022, examined what is important in political work with AI-supported decision-making tools, and what AI means for democracy. Numerous national and international experts reflected on and explained “artificial intelligence” from various perspectives. We have summarised the contributions to this online symposium for you in this overview. The text is available in English and German. ENJOYING THIS CONTENT? Download the publication",
https://www.martenscentre.eu/publication/relations-between-the-eu-and-switzerland-too-much-to-lose-too-little-to-negotiate/,"Relations Between the EU and Switzerland: Too Much to Lose, Too Little to Negotiate?",26 January 2023,,"As the saying goes, for all the time of its peaceful existence, Switzerland has only produced the cuckoo clock. This is not correct, of course, both because the cuckoo clock was invented in Bavaria, and, more importantly, because Switzerland has contributed significantly to Europe’s political development. The country is not only the earliest and brightest example of republican and federal governance, but its legal and political ties with the EU have also created the entangled concept of bilateralism. This dynamic relationship has worked well for many years, so it may come as a surprise to discover how fragile it is, especially at a time when every deal must be sealed not only between reasonable counterparts but also with the approval of the respective electorates. This paper examines how diplomatic dialogue between the EU and Switzerland has evolved since the beginning of the 1990s. Even though traditionally predictable and moderate, both partners have recently encountered difficulties in achieving a comprehensive trade and legal relationship. This would not have been an issue if the existing framework was still reliable, which is currently not the case. Over the past year and a half there has been increasing confusion as to why the EU and Switzerland cannot find agreement, as well as a demonstration of the adverse consequences of damaged trust. By explaining the context and the possible causes of the political stalemate, several takeaways are suggested as ways to resolve it successfully. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/up-up-and-away-a-price-stability-guide-for-policymakers/,"Up, Up and Away? A Price Stability Guide for Policymakers",10 January 2023,,"Inflation is back with surprising force. Should inflation remain significantly elevated over an extended period, detrimental effects on the EU’s economic model, on growth and on social peace can be expected. A coordinated macroeconomic response is required, combining monetary and fiscal policy. The European Central Bank needs to continue to signal its willingness to stick to its price stability mandate to keep inflation expectations under control. It should not succumb to the goal of fiscal dominance by targeting public debt sustainability more than price stability. This would imply giving up its independence. Fiscal policy should facilitate the objective of monetary policy to target inflation while minimising the impact on economic growth. To reduce the danger of a wage–price spiral, fiscal policy should strive to limit the impact of extreme price rises and should be targeted towards those members of society most affected by the higher prices. In contrast, general expenditure increases or tax reductions for an extended period of time carry the danger of overburdening governments. Price interventions should be the very last option, as they decrease the incentive to reduce the demand for higher priced goods and thus do not allow for the signalling power of prices regarding scarcity. Due to high inflation rates and supply-side constraints, it is currently not the right time for a fiscal demand stimulus. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/re-new-eu-recovery-reopening-and-revival/,"Re-new EU — Recovery, Reopening and Revival",05 January 2023,,"The questions and challenges facing the European Union are numerous, the answers and solutions are fewer. Never, since the Second World War, has Europe been that essential. Yet never has Europe been in so much danger. How to achieve a more united, more sovereign, more democratic Europe? Shall European union move forward only in responding to crises? How to act in order to defend EU’s interests and values in these unusual times? The climate crisis is a global problem. Security risks create instability. How to make EU stronger, more autonomous and more influential? Academic researchers from several countries combined their efforts in trying to find answers to these questions in this joint publication of the Martens Centre and the Hanns Seidel Foundation with the support of European Studies Department of Sofia University “St. Kliment Ohridski”. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
https://www.martenscentre.eu/publication/re-new-eu-recovery-reopening-and-revival/,"Re-new EU — Recovery, Reopening and Revival",05 January 2023,,"The questions and challenges facing the European Union are numerous, the answers and solutions are fewer. Never, since the Second World War, has Europe been that essential. Yet never has Europe been in so much danger. How to achieve a more united, more sovereign, more democratic Europe? Shall European union move forward only in responding to crises? How to act in order to defend EU’s interests and values in these unusual times? The climate crisis is a global problem. Security risks create instability. How to make EU stronger, more autonomous and more influential? Academic researchers from several countries combined their efforts in trying to find answers to these questions in this joint publication of the Martens Centre and the Hanns Seidel Foundation with the support of European Studies Department of Sofia University “St. Kliment Ohridski”. ENJOYING THIS CONTENT? Download the publication See the publication in a flipbook",
